date_date,global_note,csat_website,csat_product,csat_price,csat_delivery,orders_id,transporter,sgt
2021-06-17,10,5,5,3,5,906062,DPD Pickup,new
2021-06-17,9,5,5,4,5,905407,DPD Pickup,new
2021-06-17,9,5,4,4,5,905619,DPD Home,new
2021-06-17,10,5,5,5,5,906684,Chrono Pickup,new
2021-06-17,10,5,5,5,5,903801,DPD Home,new
2021-06-17,10,5,5,5,5,906732,DPD Pickup,new
2021-06-17,10,5,5,5,5,904735,DPD Home,new
2021-06-17,10,5,5,5,5,904915,DPD Home,new
2021-06-18,10,5,5,3,5,908641,DPD Home,new
2021-06-18,10,5,5,4,5,906458,DPD Home,new
2021-06-18,10,5,5,4,5,907970,Chrono Home,new
2021-06-18,10,5,5,4,4,901863,DPD Pickup,new
2021-06-18,8,5,5,4,5,907565,Chrono Pickup,new
2021-06-18,9,5,4,4,5,904473,DPD Home,new
2021-06-18,10,5,5,4,5,908784,DPD Home,new
2021-06-18,10,5,5,5,5,906548,DPD Pickup,new
2021-06-18,10,5,5,5,5,905552,DPD Home,new
2021-06-18,10,5,5,5,5,906905,DPD Home,new
2021-06-18,10,5,5,5,5,908667,DPD Pickup,new
2021-06-18,10,5,5,5,5,908523,Chrono Pickup,new
2021-06-19,10,5,,,,909337,DPD Pickup,new
2021-06-19,10,5,5,2,5,909693,Chrono Pickup,new
2021-06-19,10,5,4,4,5,908908,DPD Pickup,new
2021-06-19,9,5,5,4,5,908646,Chrono Pickup,new
2021-06-19,10,5,5,4,5,909501,DPD Home,new
2021-06-19,9,5,5,4,5,909336,Chrono Pickup,new
2021-06-19,10,5,3,4,5,908688,DPD Home,new
2021-06-19,10,5,4,4,5,908868,Chrono Pickup,new
2021-06-19,9,5,5,5,5,909350,DPD Home,new
2021-06-19,10,5,5,5,5,906909,DPD Pickup,new
2021-06-19,9,5,4,5,5,906358,DPD Home,new
2021-06-19,10,5,5,5,5,909139,Chrono Pickup,new
2021-06-19,10,5,5,5,5,908468,Chrono Pickup,new
2021-06-19,10,5,5,5,5,909580,Chrono Pickup,new
2021-06-19,10,5,5,5,5,908645,Chrono Pickup,new
2021-06-19,10,5,5,5,5,906601,Chrono Pickup,new
2021-06-19,10,5,5,5,5,909649,Chrono Pickup,new
2021-06-20,10,5,5,3,5,907297,DPD Home,new
2021-06-20,10,5,4,4,5,908575,DPD Home,new
2021-06-20,10,5,3,4,5,909715,Chrono Home,new
2021-06-20,10,5,5,4,5,909463,Chrono Pickup,new
2021-06-20,10,5,5,5,5,897403,DPD Pickup,new
2021-06-21,2,5,3,3,,905953,Chrono Pickup,new
2021-06-21,9,5,5,3,4,908619,Chrono Pickup,new
2021-06-21,10,5,5,4,2,908354,Chrono Pickup,new
2021-06-21,9,5,5,4,4,900068,Chrono Pickup,new
2021-06-21,10,5,4,4,5,909751,Chrono Pickup,new
2021-06-21,9,5,4,4,5,906995,Chrono Pickup,new
2021-06-21,10,5,5,4,5,909960,Chrono Pickup,new
2021-06-21,10,5,5,5,5,909806,Chrono Pickup,new
2021-06-21,10,5,5,5,5,909880,DPD Home,new
2021-06-22,8,5,5,,,911046,DPD Home,new
2021-06-22,9,5,4,2,4,910841,DPD Home,new
2021-06-22,7,5,5,3,3,908193,Chrono Home,new
2021-06-22,10,5,4,4,5,909315,DPD Home,new
2021-06-22,10,5,4,4,5,910244,DPD Home,new
2021-06-22,10,5,4,4,5,910531,DPD Home,new
2021-06-22,10,5,5,4,5,907898,DPD Home,new
2021-06-22,10,5,5,5,5,910417,Chrono Pickup,new
2021-06-22,9,5,5,5,5,909579,Chrono Pickup,new
2021-06-22,9,5,5,5,5,910074,Chrono Pickup,new
2021-06-22,10,5,5,5,5,909113,DPD Home,new
2021-06-23,10,5,4,3,5,911325,Chrono Pickup,new
2021-06-23,9,5,5,5,5,911290,Chrono Pickup,new
2021-06-23,9,5,5,5,5,909814,DPD Home,new
2021-06-23,8,5,5,5,5,907935,Chrono Pickup,new
2021-06-23,9,5,5,5,3,911329,Chrono Pickup,new
2021-06-23,10,5,5,5,5,911188,Chrono Pickup,new
2021-06-24,10,5,5,5,5,912305,Chrono Pickup,new
2021-06-24,10,5,5,5,5,912483,Chrono Pickup,new
2021-06-24,10,5,5,5,5,912701,Chrono Pickup,new
2021-06-24,10,5,5,5,5,912550,DPD Home,new
2021-06-24,10,5,5,5,1,911168,DPD Pickup,new
2021-06-24,8,5,5,5,5,897949,Chrono Pickup,new
2021-06-24,10,5,5,5,5,913526,Chrono Home,new
2021-06-24,7,5,5,5,5,910814,Chrono Pickup,new
2021-06-25,10,5,4,4,5,912517,DPD Pickup,new
2021-06-25,9,5,5,4,5,914486,Chrono Pickup,new
2021-06-25,10,5,5,4,5,906635,DPD Home,new
2021-06-25,10,5,5,4,5,907441,DPD Pickup,new
2021-06-25,10,5,5,4,5,913666,Chrono Pickup,new
2021-06-25,10,5,5,5,5,911874,DPD Pickup,new
2021-06-25,10,5,,5,5,912497,Chrono Pickup,new
2021-06-25,10,5,,5,5,911579,DPD Home,new
2021-06-25,10,5,5,5,5,912815,DPD Home,new
2021-06-26,10,5,4,3,5,911349,DPD Home,new
2021-06-26,10,5,4,3,2,912909,DPD Home,new
2021-06-26,9,5,5,4,5,915490,Chrono Home,new
2021-06-26,10,5,4,4,5,915194,Chrono Pickup,new
2021-06-26,10,5,5,4,5,913557,DPD Home,new
2021-06-26,10,5,5,5,5,913258,DPD Home,new
2021-06-27,10,5,4,4,5,914859,Chrono Pickup,new
2021-06-27,10,5,5,5,5,914940,DPD Home,new
2021-06-28,10,5,,,,886142,Chrono Pickup,new
2021-06-29,8,5,5,3,5,914942,DPD Pickup,new
2021-06-29,6,5,5,4,,913686,Chrono Pickup,new
2021-06-29,9,5,5,4,5,915706,Chrono Pickup,new
2021-06-29,10,5,5,4,5,915909,Chrono Pickup,new
2021-06-29,8,5,5,4,5,914234,DPD Home,new
2021-06-29,10,5,5,5,5,915123,DPD Home,new
2021-06-29,10,5,5,5,5,915577,DPD Pickup,new
2021-06-29,10,5,5,5,5,914061,DPD Pickup,new
2021-06-29,9,5,5,5,5,916107,Chrono Pickup,new
2021-06-29,10,5,5,5,5,915479,Chrono Pickup,new
2021-06-29,10,5,5,5,5,915692,DPD Home,new
2021-06-29,9,5,4,5,5,915927,DPD Pickup,new
2021-06-30,9,5,4,3,5,918588,Chrono Home,new
2021-06-30,9,5,5,4,5,916836,DPD Pickup,new
2021-06-30,10,5,5,4,5,917542,Chrono Pickup,new
2021-06-30,10,5,5,5,5,916118,Chrono Pickup,new
2021-06-30,10,5,5,5,5,916440,Chrono Pickup,new
2021-07-01,9,5,5,2,5,917807,Chrono Pickup,new
2021-07-01,10,5,5,2,5,916619,Chrono Pickup,new
2021-07-01,1,5,3,4,,907176,DPD Home,new
2021-07-01,9,5,3,4,5,918517,Chrono Pickup,new
2021-07-01,10,5,5,4,5,918270,Chrono Pickup,new
2021-07-01,8,5,5,4,5,918897,DPD Home,new
2021-07-01,10,5,5,4,5,918065,Chrono Pickup,new
2021-07-01,10,5,5,5,5,918632,Chrono Pickup,new
2021-07-01,10,5,5,5,5,917935,Chrono Pickup,new
2021-07-01,10,5,5,5,5,919239,DPD Home,new
2021-07-01,10,5,5,5,5,918350,Chrono Pickup,new
2021-07-01,10,5,5,5,5,918139,DPD Home,new
2021-07-01,8,5,5,5,5,917318,Chrono Pickup,new
2021-07-02,10,5,4,3,5,919401,DPD Home,new
2021-07-02,10,5,4,4,5,915226,DPD Home,new
2021-07-02,10,5,4,4,5,919947,DPD Home,new
2021-07-02,10,5,4,5,5,917966,DPD Pickup,new
2021-07-02,10,5,5,5,5,921482,Chrono Pickup,new
2021-07-02,10,5,5,5,4,917613,DPD Pickup,new
2021-07-02,10,5,5,5,5,920064,DPD Home,new
2021-07-02,8,5,5,5,1,919560,Chrono Pickup,new
2021-07-02,10,5,5,5,5,919322,DPD Home,new
2021-07-03,10,5,5,4,5,918198,Chrono Pickup,new
2021-07-03,10,5,5,4,5,921464,Chrono Pickup,new
2021-07-03,10,5,5,5,5,921150,DPD Pickup,new
2021-07-03,10,5,5,5,5,918906,DPD Home,new
2021-07-03,10,5,4,5,5,922307,Chrono Home,new
2021-07-03,10,5,5,5,5,920209,DPD Home,new
2021-07-04,10,5,5,5,5,916524,Chrono Pickup,new
2021-07-05,10,5,5,5,5,916498,DPD Pickup,new
2021-07-05,8,5,5,5,5,918977,DPD Home,new
2021-07-05,10,5,4,5,5,919013,Chrono Pickup,new
2021-07-06,10,5,4,3,5,924576,Chrono Pickup,new
2021-07-06,10,5,5,4,5,921259,DPD Home,new
2021-07-06,10,5,5,4,5,923316,Chrono Pickup,new
2021-07-06,10,5,5,5,5,922365,DPD Home,new
2021-07-06,10,5,5,5,5,922716,Chrono Pickup,new
2021-07-06,10,5,5,5,5,920221,DPD Home,new
2021-07-07,9,5,5,3,5,923311,DPD Pickup,new
2021-07-07,6,5,4,3,4,922306,Chrono Pickup,new
2021-07-07,10,5,5,4,5,923890,DPD Home,new
2021-07-07,10,5,4,4,5,924402,Chrono Pickup,new
2021-07-07,10,5,5,4,5,923985,Chrono Pickup,new
2021-07-07,4,5,5,4,,914046,DPD Home,new
2021-07-07,10,5,5,4,5,919497,DPD Home,new
2021-07-07,7,5,4,4,4,923814,DPD Pickup,new
2021-07-07,10,5,5,5,5,923593,Chrono Pickup,new
2021-07-08,10,5,4,4,5,928239,Chrono Home,new
2021-07-08,5,5,4,4,1,926067,Chrono Pickup,new
2021-07-08,9,5,4,4,5,921757,DPD Home,new
2021-07-08,10,5,5,5,5,924117,DPD Pickup,new
2021-07-08,10,5,5,5,5,925229,Chrono Pickup,new
2021-07-08,7,5,5,5,5,925212,Chrono Pickup,new
2021-07-08,10,5,5,5,5,924188,DPD Home,new
2021-07-08,10,5,5,5,5,925150,Chrono Pickup,new
2021-07-08,10,5,5,5,5,924676,DPD Home,new
2021-07-08,10,5,,5,5,926072,DPD Home,new
2021-07-08,10,5,5,5,5,926859,Chrono Pickup,new
2021-07-09,10,5,5,4,5,926899,DPD Home,new
2021-07-09,10,5,4,4,5,924636,DPD Pickup,new
2021-07-09,10,5,4,4,5,925271,DPD Home,new
2021-07-09,10,5,5,4,5,927348,Chrono Pickup,new
2021-07-09,7,5,4,4,5,927101,Chrono Pickup,new
2021-07-09,8,5,4,4,5,927634,Chrono Pickup,new
2021-07-09,10,5,5,4,5,928566,Chrono Pickup,new
2021-07-09,10,5,5,5,5,926389,DPD Home,new
2021-07-09,10,5,5,5,5,924543,Chrono Pickup,new
2021-07-09,10,5,4,5,5,925374,DPD Home,new
2021-07-09,10,5,5,5,5,926977,DPD Home,new
2021-07-09,10,5,5,5,5,925734,DPD Pickup,new
2021-07-09,10,5,5,5,5,927914,DPD Home,new
2021-07-09,10,5,5,5,5,928244,Chrono Pickup,new
2021-07-09,10,5,5,5,5,924968,DPD Pickup,new
2021-07-10,10,5,5,3,5,927547,DPD Pickup,new
2021-07-10,10,5,4,3,5,927304,DPD Pickup,new
2021-07-10,10,5,5,4,5,928259,DPD Home,new
2021-07-10,9,5,4,4,5,929027,DPD Home,new
2021-07-10,10,5,5,4,2,926292,DPD Pickup,new
2021-07-10,10,5,4,4,5,929039,Chrono Pickup,new
2021-07-10,10,5,5,4,5,929078,Chrono Pickup,new
2021-07-10,10,5,5,5,5,927064,DPD Home,new
2021-07-10,10,5,5,5,,927385,DPD Home,new
2021-07-10,7,5,5,5,3,925487,DPD Pickup,new
2021-07-11,8,5,3,3,3,928980,Chrono Pickup,new
2021-07-12,10,5,,5,5,928334,Chrono Pickup,new
2021-07-12,10,5,5,5,5,930204,Chrono Pickup,new
2021-07-12,10,5,5,5,5,927322,DPD Home,new
2021-07-13,10,5,,2,5,930029,DPD Pickup,new
2021-07-13,10,5,4,3,4,929405,Chrono Pickup,new
2021-07-13,10,5,5,3,5,930884,Chrono Pickup,new
2021-07-13,9,5,4,4,5,929339,Chrono Pickup,new
2021-07-13,5,5,5,4,1,920893,Chrono Home,new
2021-07-13,10,5,5,4,3,931491,Chrono Home,new
2021-07-13,10,5,4,4,5,930098,Chrono Pickup,new
2021-07-13,8,5,5,5,5,930200,Chrono Pickup,new
2021-07-13,9,5,5,5,4,926931,DPD Home,new
2021-07-13,10,5,5,5,5,930051,Chrono Pickup,new
2021-07-13,10,5,3,5,5,930554,Chrono Pickup,new
2021-07-13,10,5,4,5,5,928777,DPD Pickup,new
2021-07-13,10,5,5,5,5,929367,DPD Home,new
2021-07-13,10,5,5,5,5,926371,DPD Home,new
2021-07-13,10,5,4,5,5,930464,Chrono Pickup,new
2021-07-13,10,5,5,5,5,929318,Chrono Pickup,new
2021-07-14,10,5,5,4,5,930473,Chrono Pickup,new
2021-07-14,10,5,5,4,5,922062,DPD Home,new
2021-07-14,10,5,5,5,5,930862,Chrono Pickup,new
2021-07-14,10,5,5,5,5,924169,Chrono Pickup,new
2021-07-15,8,5,4,4,5,931716,DPD Home,new
2021-07-15,9,5,4,4,5,932615,Chrono Pickup,new
2021-07-15,9,5,5,4,5,932509,Chrono Home,new
2021-07-15,9,5,3,4,5,932856,DPD Home,new
2021-07-15,10,5,5,5,5,932698,Chrono Pickup,new
2021-07-15,10,5,5,5,5,929584,DPD Home,new
2021-07-15,7,5,5,5,2,929240,DPD Pickup,new
2021-07-15,10,5,5,5,5,928400,DPD Home,new
2021-07-15,10,5,5,5,5,931317,Chrono Pickup,new
2021-07-15,10,5,5,5,5,929599,DPD Pickup,new
2021-07-16,9,5,5,,,931286,DPD Pickup,new
2021-07-16,9,5,4,,,934435,Chrono Pickup,new
2021-07-16,10,5,5,3,5,932555,DPD Home,new
2021-07-16,10,5,5,3,5,933311,Chrono Pickup,new
2021-07-16,9,5,4,3,5,933945,Chrono Pickup,new
2021-07-16,7,5,5,4,,927932,DPD Home,new
2021-07-16,10,5,5,4,5,929272,DPD Home,new
2021-07-16,10,5,5,4,5,933151,Chrono Pickup,new
2021-07-16,10,5,5,4,5,930589,DPD Pickup,new
2021-07-16,9,5,4,4,5,933033,DPD Pickup,new
2021-07-16,10,5,5,5,5,932075,DPD Home,new
2021-07-16,10,5,5,5,5,932793,Chrono Home,new
2021-07-16,10,5,5,5,5,934220,DPD Home,new
2021-07-16,10,5,,5,5,927822,DPD Home,new
2021-07-16,10,5,5,5,5,933576,Chrono Pickup,new
2021-07-17,9,5,4,,,931645,DPD Home,new
2021-07-17,10,5,5,4,5,931868,DPD Pickup,new
2021-07-17,8,5,4,4,5,935194,Chrono Pickup,new
2021-07-17,8,5,5,4,5,935055,DPD Pickup,new
2021-07-17,10,5,5,4,5,916018,DPD Home,new
2021-07-17,9,5,5,4,5,935536,DPD Home,new
2021-07-17,8,5,4,4,5,934251,DPD Home,new
2021-07-17,8,5,5,4,4,933226,DPD Pickup,new
2021-07-17,10,5,4,4,5,929523,DPD Home,new
2021-07-17,10,5,,5,5,934409,DPD Home,new
2021-07-17,10,5,5,5,5,933767,DPD Pickup,new
2021-07-17,10,5,5,5,5,935601,DPD Home,new
2021-07-17,10,5,5,5,5,934462,Chrono Pickup,new
2021-07-17,10,5,5,5,5,934420,DPD Home,new
2021-07-17,8,5,5,5,,934695,Chrono Pickup,new
2021-07-17,10,5,5,5,5,932675,DPD Pickup,new
2021-07-17,10,5,5,5,5,934920,DPD Pickup,new
2021-07-17,10,5,5,5,5,934563,Chrono Pickup,new
2021-07-19,10,5,5,4,5,934199,Chrono Pickup,new
2021-07-19,9,5,5,4,3,932821,Chrono Pickup,new
2021-07-20,10,5,5,3,5,936611,Chrono Pickup,new
2021-07-20,10,5,4,3,4,934354,DPD Pickup,new
2021-07-20,10,5,5,4,3,931864,DPD Home,new
2021-07-20,10,5,5,4,5,935792,Chrono Pickup,new
2021-07-20,10,5,4,4,5,933119,DPD Pickup,new
2021-07-20,9,5,5,5,5,934482,DPD Pickup,new
2021-07-20,10,5,5,5,5,935332,DPD Pickup,new
2021-07-20,8,5,5,5,5,935866,DPD Home,new
2021-07-20,10,5,5,5,5,935627,Chrono Pickup,new
2021-07-20,10,5,,5,5,933575,Chrono Pickup,new
2021-07-20,9,5,5,5,,933560,Chrono Pickup,new
2021-07-20,9,5,4,5,5,936164,Chrono Pickup,new
2021-07-20,10,5,5,5,3,930152,DPD Home,new
2021-07-21,10,5,5,2,5,936279,DPD Home,new
2021-07-21,9,5,4,3,5,937086,Chrono Pickup,new
2021-07-21,10,5,5,5,5,926871,DPD Pickup,new
2021-07-22,9,5,4,,,938228,DPD Home,new
2021-07-22,7,5,5,3,1,936863,Chrono Pickup,new
2021-07-22,8,5,5,3,4,937612,Chrono Pickup,new
2021-07-22,8,5,4,3,5,937957,DPD Pickup,new
2021-07-22,8,5,4,4,4,937141,DPD Home,new
2021-07-22,10,5,5,4,5,938333,Chrono Pickup,new
2021-07-22,10,5,5,5,5,937964,Chrono Pickup,new
2021-07-22,9,5,5,5,5,937780,Chrono Pickup,new
2021-07-22,10,5,5,5,5,937193,DPD Home,new
2021-07-22,10,5,5,5,5,937838,Chrono Pickup,new
2021-07-22,10,5,5,5,5,937520,Chrono Pickup,new
2021-07-22,8,5,5,5,5,937439,DPD Pickup,new
2021-07-23,9,5,4,4,5,939395,Chrono Pickup,new
2021-07-23,10,5,5,4,5,936813,DPD Pickup,new
2021-07-23,9,5,5,4,5,936341,DPD Pickup,new
2021-07-23,10,5,4,4,5,938253,DPD Home,new
2021-07-23,7,5,4,4,5,938345,DPD Pickup,new
2021-07-23,9,5,5,4,5,938060,DPD Pickup,new
2021-07-23,10,5,5,5,5,935447,DPD Home,new
2021-07-23,10,5,5,5,5,939088,Chrono Pickup,new
2021-07-23,10,5,5,5,5,939446,Chrono Pickup,new
2021-07-24,10,5,5,3,5,938313,DPD Home,new
2021-07-24,10,5,4,4,5,934513,DPD Home,new
2021-07-24,10,5,5,4,5,935964,DPD Home,new
2021-07-24,10,5,3,4,5,941461,Chrono Home,new
2021-07-24,10,5,4,5,5,939964,Chrono Pickup,new
2021-07-24,10,5,5,5,5,937567,Chrono Pickup,new
2021-07-24,10,5,5,5,5,941439,Chrono Pickup,new
2021-07-25,9,5,5,3,5,939799,DPD Home,new
2021-07-25,10,5,5,5,5,939108,DPD Home,new
2021-07-26,8,5,5,4,3,940199,DPD Home,new
2021-07-26,10,5,4,5,5,940049,Chrono Pickup,new
2021-07-27,10,5,3,3,5,941396,DPD Home,new
2021-07-27,10,5,5,4,5,941773,Chrono Pickup,new
2021-07-27,10,5,5,4,5,938825,Chrono Pickup,new
2021-07-27,10,5,4,4,5,941479,Chrono Pickup,new
2021-07-27,10,5,5,5,5,941001,Chrono Pickup,new
2021-07-28,9,5,,,5,936328,DPD Pickup,new
2021-07-28,10,5,5,4,5,940912,DPD Home,new
2021-07-28,10,5,5,5,5,944287,Chrono Home,new
2021-07-28,9,5,4,5,4,941202,DPD Pickup,new
2021-07-28,9,5,5,5,5,942905,Chrono Pickup,new
2021-07-28,9,5,5,5,5,944082,DPD Home,new
2021-07-29,0,5,,,5,942212,DPD Pickup,new
2021-07-29,8,5,5,3,2,942667,DPD Pickup,new
2021-07-29,9,5,4,3,3,943534,Chrono Pickup,new
2021-07-29,10,5,4,3,5,942658,Chrono Pickup,new
2021-07-29,10,5,4,4,5,943675,Chrono Pickup,new
2021-07-29,9,5,4,4,5,943857,Chrono Pickup,new
2021-07-29,10,5,5,4,5,943602,Chrono Pickup,new
2021-07-29,7,5,4,4,,944226,Chrono Pickup,new
2021-07-29,10,5,4,4,5,944023,Chrono Pickup,new
2021-07-29,10,5,4,4,4,943069,DPD Home,new
2021-07-29,10,5,5,5,5,943888,Chrono Pickup,new
2021-07-29,9,5,5,5,5,941258,DPD Home,new
2021-07-29,10,5,5,5,5,942447,DPD Pickup,new
2021-07-29,8,5,5,5,5,943989,DPD Home,new
2021-07-29,10,5,5,5,5,944481,Chrono Pickup,new
2021-07-29,10,5,5,5,5,944505,Chrono Pickup,new
2021-07-29,9,5,3,5,5,942239,Chrono Pickup,new
2021-07-29,10,5,5,5,5,943421,Chrono Pickup,new
2021-07-29,10,5,5,5,5,942850,DPD Home,new
2021-07-30,10,5,5,,,944948,DPD Home,new
2021-07-30,4,5,3,1,5,942185,Chrono Pickup,new
2021-07-30,9,5,4,4,5,944433,DPD Home,new
2021-07-30,10,5,5,4,5,944715,Chrono Pickup,new
2021-07-30,10,5,4,4,5,940639,DPD Home,new
2021-07-30,9,5,5,4,5,945536,DPD Home,new
2021-07-30,8,5,5,4,5,942591,DPD Pickup,new
2021-07-30,10,5,5,4,5,946002,DPD Home,new
2021-07-30,9,5,4,4,5,942904,DPD Home,new
2021-07-30,10,5,4,4,5,945936,DPD Home,new
2021-07-30,8,5,4,5,5,945488,DPD Home,new
2021-07-30,10,5,5,5,3,943575,DPD Home,new
2021-07-30,10,5,5,5,5,945721,DPD Home,new
2021-07-30,8,5,5,5,5,945543,Chrono Pickup,new
2021-07-30,10,5,5,5,5,941468,DPD Pickup,new
2021-07-30,10,5,5,5,5,943054,Chrono Pickup,new
2021-07-31,5,5,5,3,5,946892,Chrono Pickup,new
2021-07-31,10,5,,3,5,945120,DPD Home,new
2021-07-31,8,5,4,3,5,946948,Chrono Pickup,new
2021-07-31,9,5,,4,5,944932,Chrono Pickup,new
2021-07-31,9,5,4,4,3,946514,DPD Home,new
2021-07-31,10,5,5,4,5,945610,DPD Home,new
2021-07-31,5,5,4,4,5,942066,Chrono Pickup,new
2021-07-31,10,5,5,5,5,945240,DPD Pickup,new
2021-07-31,10,5,5,5,5,947672,Chrono Home,new
2021-08-01,9,5,5,4,5,894262,DPD Home,new
2021-08-01,10,5,5,5,5,945186,DPD Home,new
2021-08-01,10,5,5,5,5,944355,DPD Pickup,new
2021-08-01,10,5,5,5,5,947016,DPD Home,new
2021-08-02,6,5,4,4,3,944405,Chrono Pickup,new
2021-08-02,10,5,5,5,5,946674,Chrono Pickup,new
2021-08-03,10,5,5,4,5,947295,Chrono Pickup,new
2021-08-03,10,5,5,4,5,948208,Chrono Pickup,new
2021-08-03,9,5,4,4,4,946658,Chrono Pickup,new
2021-08-03,10,5,4,4,4,948489,Chrono Pickup,new
2021-08-03,9,5,4,4,5,948343,Chrono Pickup,new
2021-08-03,10,5,4,5,5,947590,Chrono Pickup,new
2021-08-03,10,5,5,5,5,948020,Chrono Pickup,new
2021-08-03,10,5,5,5,5,947937,Chrono Pickup,new
2021-08-03,10,5,5,5,5,948657,Chrono Pickup,new
2021-08-04,9,5,5,4,5,949602,Chrono Pickup,new
2021-08-04,10,5,5,4,5,947499,DPD Home,new
2021-08-04,10,5,5,4,5,949623,Chrono Pickup,new
2021-08-04,10,5,5,4,5,948508,DPD Home,new
2021-08-04,10,5,4,4,5,949088,Chrono Pickup,new
2021-08-04,9,5,3,4,5,948872,Chrono Pickup,new
2021-08-04,10,5,5,5,,948671,Chrono Pickup,new
2021-08-04,10,5,5,5,5,948231,DPD Home,new
2021-08-04,5,5,5,5,,933536,DPD Home,new
2021-08-04,8,5,5,5,5,948475,DPD Pickup,new
2021-08-05,7,5,4,3,5,949435,Chrono Pickup,new
2021-08-05,10,5,4,4,1,949233,Chrono Pickup,new
2021-08-05,9,5,,4,4,949675,DPD Pickup,new
2021-08-05,7,5,4,4,5,949905,DPD Home,new
2021-08-05,10,5,4,4,5,950126,Chrono Pickup,new
2021-08-05,10,5,4,4,5,949034,DPD Pickup,new
2021-08-05,10,5,5,4,5,948921,DPD Pickup,new
2021-08-05,9,5,,5,5,950448,DPD Home,new
2021-08-05,10,5,5,5,5,949512,DPD Home,new
2021-08-06,9,5,5,4,,951653,DPD Home,new
2021-08-06,10,5,4,4,5,950780,DPD Home,new
2021-08-06,10,5,5,4,5,950719,Chrono Pickup,new
2021-08-06,10,5,,4,5,950696,DPD Home,new
2021-08-06,10,5,4,4,5,948308,DPD Home,new
2021-08-06,10,5,5,5,5,951419,Chrono Pickup,new
2021-08-06,10,5,5,5,5,950095,DPD Pickup,new
2021-08-06,10,5,4,5,5,951117,DPD Home,new
2021-08-06,10,5,5,5,5,951500,DPD Home,new
2021-08-06,9,5,5,5,5,951437,Chrono Pickup,new
2021-08-06,10,5,5,5,5,948567,DPD Pickup,new
2021-08-07,10,5,5,3,5,952850,Chrono Pickup,new
2021-08-07,10,5,5,4,5,949656,DPD Pickup,new
2021-08-07,10,5,5,5,5,949544,DPD Pickup,new
2021-08-07,10,5,5,5,5,952629,DPD Home,new
2021-08-07,10,5,5,5,4,923258,DPD Pickup,new
2021-08-07,10,5,5,5,5,952505,DPD Home,new
2021-08-07,10,5,5,5,5,953205,Chrono Pickup,new
2021-08-07,9,5,5,5,5,953532,DPD Home,new
2021-08-08,10,5,5,4,5,948515,Chrono Pickup,new
2021-08-08,10,5,5,5,5,949031,DPD Pickup,new
2021-08-08,10,5,5,5,5,948504,DPD Home,new
2021-08-09,10,5,4,3,5,950410,DPD Home,new
2021-08-09,10,5,5,4,5,952370,Chrono Pickup,new
2021-08-09,10,5,5,4,5,953472,Chrono Pickup,new
2021-08-09,0,5,5,4,,951590,Chrono Home,new
2021-08-09,10,5,4,4,5,951748,DPD Pickup,new
2021-08-09,10,5,4,4,5,953444,Chrono Pickup,new
2021-08-09,0,5,5,4,5,949598,Chrono Pickup,new
2021-08-09,10,5,5,5,5,948788,DPD Home,new
2021-08-09,10,5,5,5,5,950790,DPD Pickup,new
2021-08-09,10,5,5,5,5,952122,DPD Home,new
2021-08-09,0,5,5,5,1,951781,Chrono Pickup,new
2021-08-10,6,5,4,3,,954484,Chrono Pickup,new
2021-08-10,10,5,5,3,5,953342,Chrono Pickup,new
2021-08-10,9,5,5,3,5,953709,Chrono Pickup,new
2021-08-10,10,5,5,4,4,954149,DPD Pickup,new
2021-08-10,9,5,4,4,5,953253,Chrono Pickup,new
2021-08-10,9,5,5,4,5,953902,Chrono Pickup,new
2021-08-10,10,5,4,4,5,951110,Chrono Pickup,new
2021-08-10,9,5,5,4,5,954318,Chrono Pickup,new
2021-08-10,8,5,5,4,5,953775,Chrono Pickup,new
2021-08-10,10,5,5,4,5,953821,DPD Home,new
2021-08-10,10,5,4,4,5,952579,DPD Home,new
2021-08-10,10,5,4,4,4,951098,DPD Pickup,new
2021-08-10,10,5,5,5,5,953391,Chrono Pickup,new
2021-08-11,10,5,5,,,954864,Chrono Pickup,new
2021-08-11,9,5,5,4,5,954122,Chrono Pickup,new
2021-08-11,10,5,5,4,5,952354,DPD Pickup,new
2021-08-11,9,5,4,4,5,954753,DPD Home,new
2021-08-11,10,5,5,4,5,955627,Chrono Pickup,new
2021-08-11,10,5,4,4,5,954884,Chrono Pickup,new
2021-08-11,8,5,5,5,5,954993,Chrono Pickup,new
2021-08-11,10,5,5,5,5,954901,Chrono Pickup,new
2021-08-11,9,5,5,5,5,954199,DPD Pickup,new
2021-08-11,10,5,5,5,5,955134,Chrono Pickup,new
2021-08-11,9,5,5,5,5,955511,Chrono Pickup,new
2021-08-12,10,5,,,,956846,Chrono Pickup,new
2021-08-12,10,5,5,3,4,957371,Chrono Pickup,new
2021-08-12,8,5,4,4,5,957063,Chrono Pickup,new
2021-08-12,9,5,4,4,5,953747,DPD Pickup,new
2021-08-12,10,5,4,4,5,954880,DPD Pickup,new
2021-08-12,10,5,5,5,5,952981,DPD Pickup,new
2021-08-12,10,5,5,5,5,956816,Chrono Pickup,new
2021-08-12,10,5,5,5,5,956999,Chrono Pickup,new
2021-08-12,10,5,5,5,5,957244,DPD Home,new
2021-08-12,10,5,5,5,5,956375,DPD Home,new
2021-08-12,10,5,5,5,,955307,Chrono Pickup,new
2021-08-12,8,5,5,5,5,955808,Chrono Pickup,new
2021-08-12,10,5,5,5,5,956423,DPD Home,new
