date_date,orders_id,products_id,customers_id,category_1,category_2,category_3,code,promo_name,turnover_before_promo,turnover,purchase_cost,qty
2021-04-08,835034,121349,315,Epicerie sucrée,Fruits secs,Fruit séché,HAPPEEZCLUB,,2.0,2.0,1.33,1
2021-05-05,867868,121349,16501,Epicerie sucrée,Fruits secs,Fruit séché,,,2.0,2.0,1.33,1
2021-05-07,869391,121349,164762,Epicerie sucrée,Fruits secs,Fruit séché,,,2.0,2.0,1.33,1
2021-05-09,871447,121349,287617,Epicerie sucrée,Fruits secs,Fruit séché,BIENVENUE21,,2.0,2.0,1.33,1
2021-06-06,899106,121349,19583,Epicerie sucrée,Fruits secs,Fruit séché,GREENCNL,,2.0,2.0,1.33,1
2021-08-17,962407,121349,175490,Epicerie sucrée,Fruits secs,Fruit séché,,,2.0,2.0,1.33,1
2021-04-30,860734,121349,165479,Epicerie sucrée,Fruits secs,Fruit séché,,,2.0,2.0,1.33,1
2021-05-11,874403,121349,11343,Epicerie sucrée,Fruits secs,Fruit séché,,Commerce equitable ! ,2.0,1.8,1.33,1
2021-07-28,946475,121349,44802,Epicerie sucrée,Fruits secs,Fruit séché,,,2.0,2.0,1.33,1
2021-07-14,934677,121349,179990,Epicerie sucrée,Fruits secs,Fruit séché,,,2.0,2.0,1.33,1
2021-08-23,968364,121349,168328,Epicerie sucrée,Fruits secs,Fruit séché,,,2.0,2.0,1.33,1
2021-04-11,838469,121349,30569,Epicerie sucrée,Fruits secs,Fruit séché,,,2.0,2.0,1.33,1
2021-05-15,877727,121349,214724,Epicerie sucrée,Fruits secs,Fruit séché,GREENCOUR,Commerce equitable ! ,2.0,1.8,1.33,1
2021-04-26,856302,121349,283718,Epicerie sucrée,Fruits secs,Fruit séché,PREMIERE,,2.0,2.0,1.33,1
2021-05-06,869007,121349,170965,Epicerie sucrée,Fruits secs,Fruit séché,,,2.0,2.0,1.33,1
2021-04-04,828603,121349,168535,Epicerie sucrée,Fruits secs,Fruit séché,,,2.0,2.0,1.33,1
2021-04-13,840988,121349,279613,Epicerie sucrée,Fruits secs,Fruit séché,BIENVENUE21,,2.0,2.0,1.33,1
2021-06-12,904727,121349,12535,Epicerie sucrée,Fruits secs,Fruit séché,GREENCNL,,2.0,2.0,1.33,1
2021-07-06,927703,121349,51146,Epicerie sucrée,Fruits secs,Fruit séché,,,2.0,2.0,1.33,1
2021-08-31,975111,121349,175490,Epicerie sucrée,Fruits secs,Fruit séché,,C'est la rentree,2.0,1.9,1.33,1
2021-06-30,921271,121349,78764,Epicerie sucrée,Fruits secs,Fruit séché,HAPPYHOUR,,2.0,2.0,1.33,1
2021-08-24,968802,121349,239830,Epicerie sucrée,Fruits secs,Fruit séché,GREENBEAUTY,,2.0,2.0,1.33,1
2021-06-08,901691,79888,143229,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",,Hipp 2021,2.0,1.7,1.48,1
2021-06-17,909525,79888,71079,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",,Hipp 2021,2.0,1.7,1.48,1
2021-06-06,898617,79888,155797,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",WEEZCLUB,Hipp 2021,2.0,1.7,1.48,1
2021-06-10,903672,79888,149310,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",GREENCNL,Hipp 2021,2.0,1.7,1.48,1
2021-06-23,914288,79888,189622,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",GREENCOUCHES,Hipp 2021,2.0,1.7,1.48,1
2021-06-03,895471,79888,128547,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",,Hipp 2021,2.0,1.7,1.48,1
2021-06-29,919344,79888,108231,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",,Hipp 2021,2.0,1.7,1.48,1
2021-06-23,914680,79888,214545,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",,Hipp 2021,2.0,1.7,1.48,1
2021-06-02,894353,79888,292850,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",WELCOME21,Hipp 2021,2.0,1.7,1.48,1
2021-06-28,919074,79888,199704,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",WEEZCLUB,Hipp 2021,2.0,1.7,1.48,1
2021-06-30,921703,79888,101675,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",HAPPYHOUR,Hipp 2021,2.0,1.7,1.48,1
2021-06-21,913102,79888,35665,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",,Hipp 2021,2.0,1.7,1.48,1
2021-06-29,919334,79888,179869,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",,Hipp 2021,2.0,1.7,1.48,1
2021-06-17,909283,79888,296056,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",WELCOME21,Hipp 2021,2.0,1.7,1.48,1
2021-06-02,894802,79888,258351,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",,Hipp 2021,2.0,1.7,1.48,1
2021-06-14,907154,79888,251969,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",,Hipp 2021,2.0,1.7,1.48,1
2021-06-28,918949,79888,163210,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",,Hipp 2021,2.0,1.7,1.48,1
2021-06-06,898727,79888,286229,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",,Hipp 2021,2.0,1.7,1.48,1
2021-06-14,906559,79888,243698,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",,Hipp 2021,2.0,1.7,1.48,1
2021-06-17,909358,79888,296069,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",WELCOME21,Hipp 2021,2.0,1.7,1.48,1
2021-06-07,899969,79888,294035,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",WELCOME21,Hipp 2021,2.0,1.7,1.48,1
2021-06-21,913176,79888,285005,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",,Hipp 2021,2.0,1.7,1.48,1
2021-06-26,916354,79888,297509,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",,Hipp 2021,2.0,1.7,1.48,1
2021-06-17,909635,79888,270881,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",,Hipp 2021,2.0,1.7,1.48,1
2021-06-26,916636,79888,27971,Bébé & Enfant,Alimentation bébé,"Petits pots viande, poisson",HAPPEEZCLUB,Hipp 2021,2.0,1.7,1.48,1
2021-04-23,852599,79902,210911,Bébé & Enfant,Alimentation bébé,"Goûters, biscuits bébé",,,2.0,2.0,1.01,1
2021-04-13,841894,79902,279888,Bébé & Enfant,Alimentation bébé,"Goûters, biscuits bébé",BIENVENUE21,,2.0,2.0,1.01,1
2021-05-04,865739,79902,176213,Bébé & Enfant,Alimentation bébé,"Goûters, biscuits bébé",,,2.0,2.0,1.01,1
2021-04-28,859031,79902,162710,Bébé & Enfant,Alimentation bébé,"Goûters, biscuits bébé",,,2.0,2.0,1.01,1
2021-04-07,833538,79902,210911,Bébé & Enfant,Alimentation bébé,"Goûters, biscuits bébé",,,2.0,2.0,1.01,1
2021-05-02,863362,79902,278101,Bébé & Enfant,Alimentation bébé,"Goûters, biscuits bébé",,,2.0,2.0,1.01,1
2021-04-21,850647,79902,172573,Bébé & Enfant,Alimentation bébé,"Goûters, biscuits bébé",,,2.0,2.0,1.01,1
2021-04-28,859020,79902,87880,Bébé & Enfant,Alimentation bébé,"Goûters, biscuits bébé",,,2.0,2.0,1.01,1
2021-05-25,886932,93982,291231,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,STARTUPCRF,,2.0,2.0,1.43,1
2021-06-09,902075,93982,37851,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-07-01,922366,93982,216102,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-08-03,951799,93982,194612,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-06-08,901052,93982,192858,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-05-26,888091,93982,275524,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,HAPPEEZCLUB,,2.0,2.0,1.43,1
2021-06-24,915255,93982,297281,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,PREMIERE,,2.0,2.0,1.43,1
2021-04-29,859741,93982,273626,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,GREENAUB,,2.0,2.0,1.44,1
2021-04-07,833237,93982,277416,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,BIENVENUE21,,2.0,2.0,1.43,1
2021-07-20,939313,93982,259049,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-13,841188,93982,238454,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-15,843331,93982,47266,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,GREENECU,,2.0,2.0,1.44,1
2021-08-22,967036,93982,54416,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,GREENLN,,2.0,2.0,1.43,1
2021-08-23,968434,93982,282052,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,GREENLN,,2.0,2.0,1.43,1
2021-04-25,854186,93982,17337,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.44,1
2021-04-27,857691,93982,229269,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.44,1
2021-05-28,889533,93982,7603,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,HAPPEEZCLUB,,2.0,2.0,1.43,1
2021-04-16,844569,93982,207175,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.44,1
2021-04-26,856156,93982,10429,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.44,1
2021-06-15,907398,93982,4741,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-06-10,903292,93982,43791,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-07-27,945944,93982,44749,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,LASTDAY,,2.0,2.0,1.43,1
2021-04-29,860422,93982,284737,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.44,1
2021-04-29,860208,93982,15492,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,GREENAUB,,2.0,2.0,1.44,1
2021-04-25,854610,93982,177427,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.44,1
2021-04-19,847915,93982,309,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,HAPPEEZCLUB,,2.0,2.0,1.44,1
2021-06-07,899624,93982,170628,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-08-04,952709,93982,207430,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-07,833642,93982,42351,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-06-23,914334,93982,7993,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,GREENBLEUE,,2.0,2.0,1.43,1
2021-06-30,921140,93982,69127,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,WEEZCLUB,,2.0,2.0,1.43,1
2021-04-03,828139,93982,231451,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-07-09,930407,93982,34979,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-07-19,938194,93982,264895,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-18,846452,93982,281202,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,BIENVENUE21,,2.0,2.0,1.44,1
2021-07-19,938469,93982,168255,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-14,842204,93982,4234,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-21,850958,93982,106436,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.44,1
2021-05-13,876318,93982,288752,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,PREMIERE,,2.0,2.0,1.43,1
2021-04-10,837336,93982,37788,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-05-04,866104,93982,39026,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-04,828734,93982,6483,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-12,840325,93982,65165,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-07-21,940548,93982,99613,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-05-13,876041,93982,288673,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,PREMIERE,,2.0,2.0,1.43,1
2021-04-04,829088,93982,174330,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-16,844376,93982,37614,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.44,1
2021-08-21,965942,93982,285247,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,GREENLN,,2.0,2.0,1.43,1
2021-04-15,844112,93982,88575,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.44,1
2021-05-02,863283,93982,280654,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.44,1
2021-07-12,933386,93982,299826,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-05-29,890539,93982,267594,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-08-23,967693,93982,153608,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-06-04,897224,93982,86202,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-06-22,913793,93982,124074,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-04,828961,93982,31792,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-26,855496,93982,7647,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,WEEZCLUB,,2.0,2.0,1.44,1
2021-04-09,835937,93982,278177,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,BIENVENUE21,,2.0,2.0,1.43,1
2021-07-11,931561,93982,4420,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,HAPPYDAY,,2.0,2.0,1.43,1
2021-04-29,860103,93982,284654,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,PREMIERE,,2.0,2.0,1.44,1
2021-06-18,910136,93982,17971,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-05-16,879309,93982,165761,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,GREENCOUR,,2.0,2.0,1.43,1
2021-05-23,884694,93982,265874,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-07-25,943252,93982,2876,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-08-10,957862,93982,305719,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-14,842984,93982,280204,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,BIENVENUE21,,2.0,2.0,1.43,1
2021-06-24,915454,93982,288882,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,GWZNCL,,2.0,2.0,1.43,1
2021-08-26,970250,93982,18146,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-05-10,873385,93982,192755,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-07-29,947702,93982,75598,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-07-05,925600,93982,225210,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-05,830514,93982,175311,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-06-21,912861,93982,8730,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-11,839217,93982,59761,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-05-06,868467,93982,286834,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,BIENVENUE21,,2.0,2.0,1.43,1
2021-08-10,957514,93982,42836,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-27,857391,93982,18834,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.44,1
2021-05-17,880717,93982,35556,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,GREENCOUR,,2.0,2.0,1.43,1
2021-06-11,904203,93982,227093,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-06-02,895087,93982,187903,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-05-29,890723,93982,292105,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,PREMIERE,,2.0,2.0,1.43,1
2021-04-17,846248,93982,281136,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,BIENVENUE21,,2.0,2.0,1.44,1
2021-05-25,887359,93982,153578,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,EQUIPEWEEZ,,2.0,2.0,1.43,1
2021-05-10,873487,93982,288102,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-26,856258,93982,77589,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.44,1
2021-05-05,867240,93982,286497,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-06,831131,93982,36961,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-07-29,947459,93982,104841,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-07-13,933416,93982,75038,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-05-20,882858,93982,173177,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-07-25,943244,93982,2876,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-08-29,973002,93982,254316,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,GREENCOUCHES,,2.0,2.0,1.43,1
2021-05-13,876159,93982,56984,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,GREENCOUR,,2.0,2.0,1.43,1
2021-06-14,907156,93982,35662,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-22,851598,93982,173578,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.44,1
2021-05-06,869159,93982,24899,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-15,843342,93982,280293,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,QUITOQUE,,2.0,2.0,1.44,1
2021-06-22,913823,93982,250033,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-08,834528,93982,277757,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,BIENVENUE21,,2.0,2.0,1.43,1
2021-05-30,890749,93982,184090,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-30,860943,93982,125564,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.44,1
2021-04-16,844546,93982,54431,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.44,1
2021-06-03,895696,93982,24418,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,WEEZCLUB,,2.0,2.0,1.43,1
2021-08-26,970729,93982,250305,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-06-03,895612,93982,242906,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,GREENCNL,,2.0,2.0,1.43,1
2021-06-21,912301,93982,31666,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,HAPPEEZ,,2.0,2.0,1.43,1
2021-08-23,968300,93982,68130,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-05-24,886363,93982,181175,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-06-07,900068,93982,294048,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,WELCOME21,,2.0,2.0,1.43,1
2021-04-12,840448,93982,231720,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-08-08,955969,93982,248937,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,LIVRAISON21,,2.0,2.0,1.43,1
2021-05-10,873429,93982,106433,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-06-02,894842,93982,46292,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-17,846085,93982,281081,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,BIENVENUE21,,2.0,2.0,1.44,1
2021-05-08,870490,93982,115582,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,GREENRAD,,2.0,2.0,1.43,1
2021-05-15,877692,93982,289086,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,PREMIERE,,2.0,2.0,1.43,1
2021-04-21,850741,93982,23357,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.44,1
2021-07-28,946550,93982,201713,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-28,858375,93982,81954,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.44,1
2021-07-13,933622,93982,18885,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-08-29,973006,93982,173515,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-13,841364,93982,279724,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,BIENVENUE21,,2.0,2.0,1.43,1
2021-05-25,887133,93982,202187,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-05-27,889304,93982,16864,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,HAPPEEZCLUB,,2.0,2.0,1.43,1
2021-05-24,886181,93982,12276,Epicerie salée,"Sel, épices, aide culinaire",Herbes et aromates,,,2.0,2.0,1.43,1
2021-04-05,830883,46113,66781,Boisson,Boisson végétale,Boisson au riz,,,2.0,2.0,1.03,1
2021-04-16,844487,46113,9074,Boisson,Boisson végétale,Boisson au riz,,,2.0,2.0,1.03,1
2021-04-21,851039,46113,92773,Boisson,Boisson végétale,Boisson au riz,,,2.0,2.0,1.03,1
2021-06-25,916173,46113,173216,Boisson,Boisson végétale,Boisson au riz,GREENBLACK,,2.0,2.0,1.03,1
2021-04-16,844430,46113,247368,Boisson,Boisson végétale,Boisson au riz,,,2.0,2.0,1.03,1
2021-05-17,880138,46113,201773,Boisson,Boisson végétale,Boisson au riz,GREENCOUR,,2.0,2.0,1.03,1
2021-06-13,905998,46113,38642,Boisson,Boisson végétale,Boisson au riz,,,2.0,2.0,1.03,1
2021-04-20,850015,46113,41938,Boisson,Boisson végétale,Boisson au riz,GREENECU,,2.0,2.0,1.03,1
2021-05-29,890253,46113,15433,Boisson,Boisson végétale,Boisson au riz,HAPPEEZCLUB,,2.0,2.0,1.03,1
2021-05-17,880588,46113,34964,Boisson,Boisson végétale,Boisson au riz,,,2.0,2.0,1.03,1
2021-08-29,972818,46113,173216,Boisson,Boisson végétale,Boisson au riz,,,2.0,2.0,1.03,1
2021-04-11,838419,46113,52388,Boisson,Boisson végétale,Boisson au riz,,,2.0,2.0,1.03,1
2021-04-13,840922,46113,52845,Boisson,Boisson végétale,Boisson au riz,,,2.0,2.0,1.03,1
2021-04-13,841474,46113,279756,Boisson,Boisson végétale,Boisson au riz,BIENVENUE21,,2.0,2.0,1.03,1
2021-05-16,878767,46113,20012,Boisson,Boisson végétale,Boisson au riz,GREENCOUR,,2.0,2.0,1.03,1
2021-04-26,855754,46113,69883,Boisson,Boisson végétale,Boisson au riz,,,2.0,2.0,1.03,1
2021-07-08,929891,46113,280074,Boisson,Boisson végétale,Boisson au riz,,,2.0,2.0,1.03,1
2021-05-05,867042,46113,53004,Boisson,Boisson végétale,Boisson au riz,,,2.0,2.0,1.03,1
2021-05-06,868362,46113,9245,Boisson,Boisson végétale,Boisson au riz,WEEZCLUB,,2.0,2.0,1.03,1
2021-07-11,932445,46113,52388,Boisson,Boisson végétale,Boisson au riz,HAPPYDAY,,2.0,2.0,1.03,1
2021-06-14,906542,46113,15433,Boisson,Boisson végétale,Boisson au riz,HAPPEEZCLUB,,2.0,2.0,1.03,1
2021-06-20,911561,46113,107145,Boisson,Boisson végétale,Boisson au riz,GREENBLACK,,2.0,2.0,1.03,1
2021-06-09,902070,46113,280364,Boisson,Boisson végétale,Boisson au riz,GREENCNL,,2.0,2.0,1.03,1
2021-04-25,854928,46113,225685,Boisson,Boisson végétale,Boisson au riz,,,2.0,2.0,1.03,1
2021-05-24,885925,46113,2274,Boisson,Boisson végétale,Boisson au riz,WEEZCLUB,,2.0,2.0,1.03,1
2021-04-27,857132,46113,43550,Boisson,Boisson végétale,Boisson au riz,,,2.0,2.0,1.03,1
2021-06-03,896334,46113,253326,Boisson,Boisson végétale,Boisson au riz,,,2.0,2.0,1.03,1
2021-04-03,827584,81703,276097,Maison,Vaisselle et art de la table,Théière et cafetière,PREMIERE,Destockage de printemps ! ,2.0,1.6,1.14,1
2021-04-02,827081,81703,40019,Maison,Vaisselle et art de la table,Théière et cafetière,,Destockage de printemps ! ,2.0,1.6,1.14,1
2021-04-04,828871,81703,125313,Maison,Vaisselle et art de la table,Théière et cafetière,,Destockage de printemps ! ,2.0,1.6,1.14,1
2021-05-16,878988,116809,23102,Epicerie sucrée,"Biscuits, Gâteaux",Biscuit au chocolat,GREENCOUR,,2.0,2.0,1.42,1
2021-05-05,867686,116809,207745,Epicerie sucrée,"Biscuits, Gâteaux",Biscuit au chocolat,,,2.0,2.0,1.42,1
